"_id","Date","Description","Deposits","Withdrawls","Balance"
"62695b3cf0cccaf060f17e59","08-Oct-2020","Cash",0,"99,870.80","299,612.38"
"62695b3cf0cccaf060f17e61","08-Oct-2020","Cash",0,"32,610.90","195,665.40"
"62695b3cf0cccaf060f17e78","08-Oct-2020","Cash","26,790.10",0,"28,161.04"
"62695b3cf0cccaf060f17e7d","09-Oct-2020","Cash",0,"8,213.64","8,213.64"
"62695b3cf0cccaf060f17e87","10-Oct-2020","Cash",0,342.38,"1,369.51"
"62695b3cf0cccaf060f17e92","10-Oct-2020","Cash","36,091.50",0,"1,050,761.08"
"62695b3cf0cccaf060f17e9e","10-Oct-2020","Cash",4,0,"2,615,261.80"
"62695b3cf0cccaf060f17ea1","10-Oct-2020","Cash",0,"145,294.02","1,162,352.17"
"62695b3cf0cccaf060f17ea2","10-Oct-2020","Cash",0,"129,150.24","1,033,201.93"
"62695b3cf0cccaf060f17ed4","12-Oct-2020","Cash",6,0,6
"62695b3cf0cccaf060f17ed6","12-Oct-2020","Cash","15,235.09",0,"15,713.51"
"62695b3cf0cccaf060f17ee6","14-Oct-2020","Cash",0,"181,106.31","724,425.26"
"62695b3cf0cccaf060f17eea","14-Oct-2020","Cash",0,"32,224.04","290,016.34"
"62695b3cf0cccaf060f17ef9","16-Oct-2020","Cash",0,"138,632.03","831,792.20"
"62695b3cf0cccaf060f17f09","18-Oct-2020","Cash",15.43,0,"2,955.03"
"62695b3cf0cccaf060f17f18","18-Oct-2020","Cash",1.61,0,337.41
"62695b3cf0cccaf060f17f32","19-Oct-2020","Cash",0,"4,754.25","28,525.53"
"62695b3cf0cccaf060f17f50","20-Oct-2020","Cash","25,639.10",0,"1,274,524.47"
"62695b3cf0cccaf060f17f51","20-Oct-2020","Cash","183,933.20",0,"1,458,457.67"
"62695b3cf0cccaf060f17f54","20-Oct-2020","Cash","17,560.30",0,"2,287,834.74"
"62695b3cf0cccaf060f17f64","20-Oct-2020","Cash","88,871.00",0,"735,160.87"
"62695b3cf0cccaf060f17f6e","20-Oct-2020","Cash","14,449.17",0,"2,468,838.37"
"62695b3cf0cccaf060f17f70","20-Oct-2020","Cash",24.4,0,"1,734,709.13"
"62695b3cf0cccaf060f17f81","21-Oct-2020","Cash",0,"204,175.84","816,703.34"
"62695b3cf0cccaf060f17fa3","23-Oct-2020","Cash",54.65,0,"1,370,874.26"
"62695b3cf0cccaf060f17fab","25-Oct-2020","Cash","20,419.61",0,"20,419.61"
"62695b3cf0cccaf060f17fad","24-Oct-2020","Cash","236,511.50",0,"1,819,154.50"
"62695b3cf0cccaf060f17fb5","26-Oct-2020","Cash",0,"16,535.21","115,746.48"
"62695b3cf0cccaf060f17fc6","26-Oct-2020","Cash",2.7,0,"6,684.84"
"62695b3cf0cccaf060f17fd3","26-Oct-2020","Cash",0,"234,744.85","1,408,469.13"
"62695b3cf0cccaf060f17fe0","26-Oct-2020","Cash",246.4,0,"59,840.71"
"62695b3cf0cccaf060f17fe8","26-Oct-2020","Cash",0,4.32,25.9
"62695b3cf0cccaf060f17fee","26-Oct-2020","Cash","191,658.75",0,"196,083.69"
"62695b3cf0cccaf060f18008","27-Oct-2020","Cash","719,858.00",0,"850,073.68"
"62695b3cf0cccaf060f18016","27-Oct-2020","Cash",404.52,0,"192,783.06"
"62695b3cf0cccaf060f1801a","27-Oct-2020","Cash",0,"62,058.52","186,175.54"
"62695b3cf0cccaf060f1801d","27-Oct-2020","Cash",0,"16,622.82","116,359.70"
"62695b3cf0cccaf060f18027","27-Oct-2020","Cash",0,"14,940.13",0
"62695b3cf0cccaf060f1802a","27-Oct-2020","Cash","53,513.00",0,"53,547.60"
"62695b3cf0cccaf060f18034","27-Oct-2020","Cash","1,262,995.25",0,"1,846,843.43"
"62695b3cf0cccaf060f1803d","27-Oct-2020","Cash",41,0,41
"62695b3cf0cccaf060f18062","27-Oct-2020","Cash",0,"844,049.16",0
"62695b3cf0cccaf060f1806d","28-Oct-2020","Cash",500.3,0,"48,376.86"
"62695b3cf0cccaf060f18084","28-Oct-2020","Cash",0,"17,990.22","17,990.22"
"62695b3cf0cccaf060f1809d","29-Oct-2020","Cash",0,"430,721.47","430,721.46"
"62695b3cf0cccaf060f180aa","29-Oct-2020","Cash",0,368.97,737.93
"62695b3cf0cccaf060f180b4","29-Oct-2020","Cash","2,226.00",0,"13,278.22"
"62695b3cf0cccaf060f180c2","29-Oct-2020","Cash",462.04,0,487.81
"62695b3cf0cccaf060f180d2","29-Oct-2020","Cash",0,"101,436.10","202,872.21"
"62695b3cf0cccaf060f180da","29-Oct-2020","Cash",0,"1,394.44","9,761.05"
"62695b3cf0cccaf060f180e0","29-Oct-2020","Cash",0,"8,949.33","53,695.96"
"62695b3cf0cccaf060f18102","29-Oct-2020","Cash",0,"418,509.27","2,092,546.33"
"62695b3cf0cccaf060f18106","29-Oct-2020","Cash",0,"139,503.09","558,012.35"
"62695b3cf0cccaf060f18107","29-Oct-2020","Cash",0,"279,006.18","279,006.18"
"62695b3cf0cccaf060f1810a","29-Oct-2020","Cash",50,0,"869,058.38"
"62695b3cf0cccaf060f18126","30-Oct-2020","Cash",0,"2,374.74","14,248.45"
"62695b3cf0cccaf060f1812b","30-Oct-2020","Cash",122.4,0,"8,202.23"
"62695b3cf0cccaf060f1813d","31-Oct-2020","Cash","24,315.80",0,"362,675.19"
"62695b3cf0cccaf060f18159","01-Nov-2020","Cash","4,686.00",0,"4,738.74"
"62695b3cf0cccaf060f18189","01-Nov-2020","Cash",26.2,0,26.2
"62695b3cf0cccaf060f1818d","01-Nov-2020","Cash",0,"28,341.51","85,024.53"
"62695b3cf0cccaf060f181b0","02-Nov-2020","Cash",0,"34,163.71","239,145.95"
"62695b3cf0cccaf060f181b6","02-Nov-2020","Cash",14.22,0,"258,572.49"
"62695b3cf0cccaf060f181d1","04-Nov-2020","Cash","7,475.20",0,"1,205,750.40"
"62695b3cf0cccaf060f181dc","04-Nov-2020","Cash",3,0,"1,076,427.68"
"62695b3cf0cccaf060f181eb","05-Nov-2020","Cash",0,"169,022.82","1,352,182.55"
"62695b3cf0cccaf060f181ec","05-Nov-2020","Cash",0,"150,242.51","1,201,940.04"
"62695b3cf0cccaf060f181ef","05-Nov-2020","Cash",0,"225,194.80","900,779.20"
"62695b3cf0cccaf060f181fd","05-Nov-2020","Cash",0,68.69,412.16
"62695b3cf0cccaf060f18208","05-Nov-2020","Cash","2,179.00",0,"901,803.02"
"62695b3cf0cccaf060f18219","05-Nov-2020","Cash","26,340.80",0,"26,408.40"
"62695b3cf0cccaf060f1821e","06-Nov-2020","Cash","2,241.00",0,"24,250.30"
"62695b3cf0cccaf060f1824a","14-Nov-2020","Cash",0,"167,898.07","1,511,082.62"
"62695b3cf0cccaf060f18250","14-Nov-2020","Cash",443,0,"671,267.88"
"62695b3cf0cccaf060f1825c","14-Nov-2020","Cash",0,"513,555.43",0
"62695b3cf0cccaf060f1826f","15-Nov-2020","Cash",0,"37,715.36","264,007.50"
"62695b3cf0cccaf060f18274","15-Nov-2020","Cash","27,192.70",0,"385,383.47"
"62695b3cf0cccaf060f18282","15-Nov-2020","Cash","24,771.65",0,"100,044.08"
"62695b3cf0cccaf060f18285","15-Nov-2020","Cash","138,595.10",0,"202,623.31""_id","Date","Description","Deposits","Withdrawls","Balance"
"62695b3cf0cccaf060f1829e","16-Nov-2020","Cash",268.96,0,"33,648.48"
"62695b3cf0cccaf060f182bb","19-Nov-2020","Cash",45,0,"2,067,677.87"
"62695b3cf0cccaf060f182bc","19-Nov-2020","Cash","3,576.30",0,"2,071,254.17"
"62695b3cf0cccaf060f182c1","19-Nov-2020","Cash","2,004.30",0,"2,073,258.47"
"62695b3cf0cccaf060f182cf","20-Nov-2020","Cash",35,0,"6,162.54"
"62695b3cf0cccaf060f182d3","20-Nov-2020","Cash",0,"1,755.20","5,265.61"
"62695b3cf0cccaf060f18303","20-Nov-2020","Cash",0,"67,208.05","470,456.38"
"62695b3cf0cccaf060f18304","20-Nov-2020","Cash",0,"52,272.93","418,183.45"
"62695b3cf0cccaf060f18325","21-Nov-2020","Cash",0,"17,524.74","87,623.68"
"62695b3cf0cccaf060f1832c","21-Nov-2020","Cash",0,"4,418.99","26,513.96"
"62695b3cf0cccaf060f18334","22-Nov-2020","Cash","131,030.00",0,"1,149,835.66"
"62695b3cf0cccaf060f18340","22-Nov-2020","Cash",0,"1,005.10","4,020.39"
"62695b3cf0cccaf060f18349","23-Nov-2020","Cash",25,0,"1,580,128.80"
"62695b3cf0cccaf060f1834d","23-Nov-2020","Cash",0,"105,622.44","950,601.96"
"62695b3cf0cccaf060f18351","25-Nov-2020","Cash",0,"364,534.86","729,069.71"
"62695b3cf0cccaf060f18353","25-Nov-2020","Cash","2,083.70",0,"650,145.66"
"62695b3cf0cccaf060f1835f","26-Nov-2020","Cash",0,"113,007.57","904,060.52"
"62695b3cf0cccaf060f1836a","26-Nov-2020","Cash","24,556.00",0,"569,979.66"
"62695b3cf0cccaf060f18372","26-Nov-2020","Cash",26.4,0,"2,037,825.95"
"62695b3cf0cccaf060f18376","27-Nov-2020","Cash",9.64,0,"3,642,876.09"
"62695b3cf0cccaf060f1837a","28-Nov-2020","Cash","1,763,768.00",0,"6,727,350.99"
"62695b3cf0cccaf060f1837d","28-Nov-2020","Cash","24,580.00",0,"24,580.00"
"62695b3cf0cccaf060f18385","29-Nov-2020","Cash","690,649.00",0,"2,454,495.49"
"62695b3cf0cccaf060f1838a","29-Nov-2020","Cash",0,"1,225,967.50","1,225,967.50"
"62695b3cf0cccaf060f1838f","29-Nov-2020","Cash",158.4,0,158.4
"62695b3cf0cccaf060f18394","30-Nov-2020","Cash",13.68,0,"41,133.41"
"62695b3cf0cccaf060f183b2","30-Nov-2020","Cash",0,"40,936.53","81,873.05"
"62695b3cf0cccaf060f183c6","30-Nov-2020","Cash",0,"106,590.38","639,542.27"
"62695b3cf0cccaf060f183c9","30-Nov-2020","Cash","2,574.90",0,"428,936.41"
"62695b3cf0cccaf060f183d9","01-Dec-2020","Cash",0,"179,077.18","358,154.37"
"62695b3cf0cccaf060f183eb","01-Dec-2020","Cash","208,406.00",0,"298,881.03"
"62695b3cf0cccaf060f183f8","01-Dec-2020","Cash",0,"1,010.99","8,087.95"
"62695b3cf0cccaf060f1840f","02-Dec-2020","Cash",0,625.47,"1,876.40"
"62695b3cf0cccaf060f18422","02-Dec-2020","Cash",0,"48,410.49","338,873.40"
"62695b3cf0cccaf060f18424","02-Dec-2020","Cash",7.6,0,"338,888.40"
"62695b3cf0cccaf060f18425","02-Dec-2020","Cash",0,"112,962.80","225,925.60"
"62695b3cf0cccaf060f1843c","02-Dec-2020","Cash","108,663.20",0,"345,406.84"
"62695b3cf0cccaf060f1843d","02-Dec-2020","Cash","2,902.00",0,"348,308.84"
"62695b3cf0cccaf060f1843e","02-Dec-2020","Cash",0,"41,465.34","248,792.03"
"62695b3cf0cccaf060f1844d","02-Dec-2020","Cash",0,"65,091.47",0
"62695b3cf0cccaf060f18453","02-Dec-2020","Cash",0,"7,282.36","36,411.82"
"62695b3cf0cccaf060f1846c","04-Dec-2020","Cash",0,97.52,390.08
"62695b3cf0cccaf060f1848b","08-Dec-2020","Cash","2,102.70",0,"7,433.36"
"62695b3cf0cccaf060f1848e","08-Dec-2020","Cash",0,"1,313.84","5,255.35"
"62695b3cf0cccaf060f18495","09-Dec-2020","Cash",2.4,0,"149,876.07"
"62695b3cf0cccaf060f18499","09-Dec-2020","Cash",517.25,0,"107,300.39"
"62695b3cf0cccaf060f184ba","09-Dec-2020","Cash","367,144.00",0,"757,792.13"
"62695b3cf0cccaf060f184cf","10-Dec-2020","Cash","1,667,152.50",0,"2,983,512.80"
"62695b3cf0cccaf060f184d1","10-Dec-2020","Cash",0,"268,516.15","2,416,645.37"
"62695b3cf0cccaf060f184d2","10-Dec-2020","Cash","5,760.60",0,"2,422,405.97"
"62695b3cf0cccaf060f184e3","10-Dec-2020","Cash","1,456,293.00",0,"2,832,908.00"
"62695b3cf0cccaf060f184e4","10-Dec-2020","Cash",0,"354,113.50","2,478,794.50"
"62695b3cf0cccaf060f184f9","11-Dec-2020","Cash",54.03,0,"70,399.57"
"62695b3cf0cccaf060f184fa","11-Dec-2020","Cash","18,803.06",0,"89,202.63"
"62695b3cf0cccaf060f1851c","14-Dec-2020","Cash","1,345.00",0,"207,453.13"
"62695b3cf0cccaf060f1851e","14-Dec-2020","Cash",0,"29,636.16","148,180.81"
"62695b3cf0cccaf060f18521","14-Dec-2020","Cash",388,0,"95,579.97"
"62695b3cf0cccaf060f18537","14-Dec-2020","Cash",0,"31,118.01","124,472.05"
"62695b3cf0cccaf060f18539","14-Dec-2020","Cash",4.41,0,"251,655.87"
"62695b3cf0cccaf060f18542","15-Dec-2020","Cash",528,0,528
"62695b3cf0cccaf060f18543","15-Dec-2020","Cash",0,58.67,469.33
"62695b3cf0cccaf060f1854b","15-Dec-2020","Cash",0,"7,710.96","46,265.79"
"62695b3cf0cccaf060f18550","15-Dec-2020","Cash","3,033.00",0,"53,002.03"
"62695b3cf0cccaf060f18561","16-Dec-2020","Cash",10,0,"29,349.55"
"62695b3cf0cccaf060f1856d","18-Dec-2020","Cash",0,"87,986.63","439,933.15"
"62695b3cf0cccaf060f18573","18-Dec-2020","Cash","16,572.00",0,"330,396.32"
"62695b3cf0cccaf060f1857c","18-Dec-2020","Cash","2,383.00",0,"316,254.18"
"62695b3cf0cccaf060f18588","18-Dec-2020","Cash","1,003.00",0,"1,003.00"
"62695b3cf0cccaf060f1859b","18-Dec-2020","Cash",0,"118,285.25","236,570.50"
"62695b3cf0cccaf060f1859d","18-Dec-2020","Cash",0,"46,317.07","416,853.59"
"62695b3cf0cccaf060f185a5","18-Dec-2020","Cash",0,"124,673.40","374,020.19"
"62695b3cf0cccaf060f185c0","19-Dec-2020","Cash",0,"53,135.99","53,135.98"
"62695b3cf0cccaf060f185de","22-Dec-2020","Cash",0,"216,652.19","866,608.78"
"62695b3cf0cccaf060f185ee","23-Dec-2020","Cash",0,"4,521.90","40,697.10"
"62695b3cf0cccaf060f185f8","24-Dec-2020","Cash",0,717.6,"5,740.78"
"62695b3cf0cccaf060f18606","25-Dec-2020","Cash","2,443.74",0,"2,878,254.93"
"62695b3cf0cccaf060f1860f","25-Dec-2020","Cash",1.1,0,1.79
"62695b3cf0cccaf060f1861d","25-Dec-2020","Cash",0,"864,438.83",0
"62695b3cf0cccaf060f18621","25-Dec-2020","Cash","2,584.00",0,"2,970.75"
"62695b3cf0cccaf060f1866a","27-Dec-2020","Cash","7,569.50",0,"1,282,738.13"
"62695b3cf0cccaf060f18684","30-Dec-2020","Cash",403,0,"26,874.08"
"62695b3cf0cccaf060f1868e","30-Dec-2020","Cash",0,"100,819.65","705,737.52"
"62695b3cf0cccaf060f186c5","31-Dec-2020","Cash",0,"265,553.96","1,858,877.71"
"62695b3cf0cccaf060f186d0","31-Dec-2020","Cash",0,"197,886.93","989,434.64"
"62695b3cf0cccaf060f186ef","01-Jan-2021","Cash","25,768.63",0,"602,770.89"
"62695b3cf0cccaf060f186f2","02-Jan-2021","Cash",400.8,0,"527,825.33"
"62695b3cf0cccaf060f18716","04-Jan-2021","Cash",0,"24,598.71","147,592.24"
"62695b3cf0cccaf060f18733","04-Jan-2021","Cash",0,"106,453.05","532,265.25"
"62695b3cf0cccaf060f1873d","05-Jan-2021","Cash","66,340.80",0,"1,463,191.60"
"62695b3cf0cccaf060f18749","06-Jan-2021","Cash",0,"165,598.23","496,794.70"
"62695b3cf0cccaf060f1874b","07-Jan-2021","Cash","1,347.00",0,"249,971.30"
"62695b3cf0cccaf060f1874c","07-Jan-2021","Cash",367,0,"250,338.30"
"62695b3cf0cccaf060f1874f","07-Jan-2021","Cash",0.2,0,0.2
"62695b3cf0cccaf060f18753","07-Jan-2021","Cash","197,729.40",0,"200,336.77"
"62695b3cf0cccaf060f18759","07-Jan-2021","Cash","3,133.94",0,"127,627.95"
"62695b3cf0cccaf060f1875e","07-Jan-2021","Cash","198,313.40",0,"293,954.52"
"62695b3cf0cccaf060f1877e","08-Jan-2021","Cash","1,751,383.00",0,"4,635,684.18"
"62695b3cf0cccaf060f1878b","10-Jan-2021","Cash",0,"74,805.60","598,444.77"
"62695b3cf0cccaf060f187a7","10-Jan-2021","Cash",8,0,"13,729.38"
"62695b3cf0cccaf060f187ae","10-Jan-2021","Cash",0,"4,222.31","33,778.47"
"62695b3cf0cccaf060f187af","11-Jan-2021","Cash",367.2,0,"34,194.52"
"62695b3cf0cccaf060f187b2","11-Jan-2021","Cash",0,"3,419.45","27,355.62"
"62695b3cf0cccaf060f187c1","12-Jan-2021","Cash",0,396.83,"3,571.51"
"62695b3cf0cccaf060f187c6","12-Jan-2021","Cash",0,"27,961.72","251,655.44"
"62695b3cf0cccaf060f187c8","12-Jan-2021","Cash",0,"25,165.76","226,491.88"
"62695b3cf0cccaf060f187d9","12-Jan-2021","Cash",2.4,0,"405,876.62"
"62695b3cf0cccaf060f187e1","12-Jan-2021","Cash",2.9,0,"111,885.87"
"62695b3cf0cccaf060f1880a","18-Jan-2021","Cash",0,"79,331.61","396,658.02"
"62695b3cf0cccaf060f1880d","18-Jan-2021","Cash",0,"207,083.18","207,083.18"
"62695b3cf0cccaf060f18832","19-Jan-2021","Cash",0,"45,026.37","90,052.73"
"62695b3cf0cccaf060f18837","19-Jan-2021","Cash",0,"121,528.31","729,169.88"
"62695b3cf0cccaf060f18855","20-Jan-2021","Cash",0,"8,143.96","65,151.67"
"62695b3cf0cccaf060f1886d","22-Jan-2021","Cash","1,767.86",0,"6,112,627.59"
"62695b3cf0cccaf060f1886f","22-Jan-2021","Cash",0,"873,232.51","4,366,162.57"
"62695b3cf0cccaf060f18899","23-Jan-2021","Cash",0,2.29,9.14
"62695b3cf0cccaf060f188a1","23-Jan-2021","Cash",0,"643,340.76","643,340.76"
"62695b3cf0cccaf060f188a3","23-Jan-2021","Cash",0,"368,890.34","1,475,561.38"
"62695b3cf0cccaf060f188b1","25-Jan-2021","Cash",0,"1,122,883.03","1,122,883.02"
"62695b3cf0cccaf060f188c7","29-Jan-2021","Cash",0,75.34,226.01
"62695b3cf0cccaf060f188f4","31-Jan-2021","Cash",0,"29,068.59","232,548.70"
"62695b3cf0cccaf060f18907","31-Jan-2021","Cash","1,061,625.00",0,"1,360,427.64"
"62695b3cf0cccaf060f18910","01-Feb-2021","Cash",442,0,"2,090,396.43"
"62695b3cf0cccaf060f18912","01-Feb-2021","Cash","40,618.72",0,"1,434,216.34"
"62695b3cf0cccaf060f18915","01-Feb-2021","Cash",0,"269,639.96","1,078,559.82"
"62695b3cf0cccaf060f1891f","02-Feb-2021","Cash","1,601,124.00",0,"2,748,820.79"
"62695b3cf0cccaf060f18940","04-Feb-2021","Cash",0,"196,888.02","1,181,328.14"
"62695b3cf0cccaf060f18953","04-Feb-2021","Cash",0,"317,836.35","1,589,181.75"
"62695b3cf0cccaf060f18955","04-Feb-2021","Cash","14,950.00",0,"1,339,268.12"
"62695b3cf0cccaf060f1896a","04-Feb-2021","Cash",0,480.13,0
"62695b3cf0cccaf060f1896e","04-Feb-2021","Cash","9,615.00",0,"14,595.04"
"62695b3cf0cccaf060f18992","07-Feb-2021","Cash","63,587.00",0,"705,474.16"
"62695b3cf0cccaf060f189b9","08-Feb-2021","Cash",0,"4,684.96","23,424.78"
"62695b3cf0cccaf060f189bc","08-Feb-2021","Cash",0,"1,645.72","8,228.61"
"62695b3cf0cccaf060f189d8","08-Feb-2021","Cash",0,0.08,0.51
